"ID_place","Author","Project","Year","Status","Public","Latitude","Longitude","Country","Name_mod","Name_hist","Hydro_type","Hydro_name_mod","Hydro_name_hist","Locat_secure","Locat_text","Locat_precision","Source_hist","Source_feature_arch","Source_find_arch","Source_other","Place_type_general","Place_technique","Place_topography","Place_infrastructure","Place_function","Place_goods_finds","Actors_Activity","Place_hierarchy","Place_secure_info","Date_min","Date_max","Date_pre_1_cent_BC","Date_1_cent_BC","Date_1_cent_AD","Date_2_cent_AD","Date_3_cent_AD","Date_4_cent_AD","Date_5_cent_AD","Date_6_cent_AD","Date_7_cent_AD","Date_8_cent_AD","Date_9_cent_AD","Date_10_cent_AD","Date_11_cent_AD","Date_12_cent_AD","Date_13_cent_AD","Date_14_cent_AD","Date_15_cent_AD","Date_16_cent_AD","Date_17_cent_AD","Date_18_cent_AD","Date_19_cent_AD","Date_20_cent_AD","Date_secure","Date_text","Ref_hist","Ref_mod","Comments"
353,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.753,-6.465,"Britain, Northern Ireland","River Bann, Old Railway Bridge, The Creagh/Toome Townlands (Fry No. 41)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 72",
354,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.435,-6.433,"Britain, Northern Ireland","River Bann, Portadown (Fry No. 120; Gregory I325)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 122; Gregory 1997, 499",
355,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.827,-6.302,"Britain, Northern Ireland","River Bann, Toome Townland (Fry No. 30; Gregory I367)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 66; Gregory 1997, 526f.",
356,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.751,-6.467,"Britain, Northern Ireland","River Bann, Toome Townland (Fry No. 46; Gregory I368)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 76; Gregory 1997, 528f.",
357,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.905,-6.361,"Britain, Northern Ireland","River Bann,Toome Townland (Fry No. 26; gregory I369)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 63; Gregory 1997, 530",
358,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.789,-6.317,"Britain, Northern Ireland","River Bann,Toome Townland (Fry No. 29)",,"river","River Bann",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 66",
359,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.468,-6.655,"Britain, Northern Ireland","River Blackwater at Bond's Bridge (Fry No. 19)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1640,1640,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (2165±25 BP)",,"Fry 2000, 57f.",
360,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.465,-6.659,"Britain, Northern Ireland","River Blackwater at The Argory (Fry No. 35)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1513,1666,,,,,,,,,,,,,,,,,,"yes","yes",,,,"reliable","Dated via radiocarbon dating (272±35 BP)",,"Fry 2000, 68f.; Lanting 1998, 628",
361,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.444,-6.687,"Britain, Northern Ireland","River Blackwater, below Verner's Bridge (Fry No. 47)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 76f.",
362,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.469,-6.65,"Britain, Northern Ireland","River Blackwater, Copney Townland (Fry No. 73; Gregory I105)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1250,1410,,,,,,,,,,,,,,,"assumed","yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (585±30 BP)",,"Fry 2000, 91f.; Gregory 1997, 334f.; Lanting 1998, 628",
363,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.504,-6.612,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 1 (Fry No. 100; Gregory I140)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 107f.; Gregory 1997, 369ff.",
364,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.502,-6.592,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 2 (Fry No. 101; Gregory I141)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 108; Gregory 1997, 372f.",
365,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.509,-6.577,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 3 (Fry No. 102; Gregory I142)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 109; Gregory 1997, 374",
366,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.509,-6.578,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 3 (Fry No. 102; Gregory I143)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 109; Gregory 1997, 374",
367,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.509,-6.578,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 3 (Fry No. 102; Gregory I144)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 109; Gregory 1997, 374",
368,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.509,-6.578,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 3 (Fry No. 102; Gregory I145)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 109; Gregory 1997, 374",
369,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.51,-6.578,"Britain, Northern Ireland","River Blackwater, Derryalla - Maghery District 3 (Fry No. 102; Gregory I146)",,"river","River Blackwater",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 109; Gregory 1997, 374",
370,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.476,-6.652,"Britain, Northern Ireland","River Blackwater, Derrygally Townland 1 (Fry No. 70; Gregory I152)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1160,1260,,,,,,,,,,,,,,"yes","yes",,,,,,,,"reliable","Dated via radiocarbon dating (840±20 BP)",,"Fry 2000, 90; Gregory 1997, 383f.; Lanting 1998, 628",
371,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.472,-6.649,"Britain, Northern Ireland","River Blackwater, Derrygally Townland 2 (Fry No. 71; Gregory I152)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1510,1660,,,,,,,,,,,,,,,,,,"yes","yes",,,,"reliable","Dated via radiocarbon dating (287±16 BP)",,"Fry 2000, 90f.; Gregory 1997, 385f.; Lanting 1998, 628",
372,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.469,-6.653,"Britain, Northern Ireland","River Blackwater, Derrygally Townland 3 (Fry No. 72; Gregory I152)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,810,980,,,,,,,,,,,"yes","yes",,,,,,,,,,,"reliable","Dated via radiocarbon dating (1140±20 BP)",,"Fry 2000, 91; Gregory 1997, 387f.; Lanting 1998, 628",
373,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.506,-6.603,"Britain, Northern Ireland","River Blackwater, Derryloughan Townland 1 (Fry No. 63)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1300,1420,,,,,,,,,,,,,,,,"yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (570±25 BP)",,"Fry 2000, 86; Lanting 1998, 628",
374,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.506,-6.591,"Britain, Northern Ireland","River Blackwater, Derryloughan Townland 2 (Fry No. 64)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1430,1620,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,,"reliable","Dated via radiocarbon dating (410±35 BP)",,"Fry 2000, 87; Lanting 1998, 628",
375,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.513,-6.577,"Britain, Northern Ireland","River Blackwater, Maghery Townland (Fry No. 61; Gregory I307)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1300,1410,,,,,,,,,,,,,,,,"yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (590±20 BP)",,"Fry 2000, 85; Gregory 1997, 479f.; Lanting 1998, 628",
376,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.492,-6.64,"Britain, Northern Ireland","River Blackwater, Tamlaghtmore Townland, nearVerner's Bridge (Fry No. 60; Gregory I356)",,"river","River Blackwater",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 84f.; Gregory 1997, 523",
377,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.271,-7.49,"Britain, Northern Ireland","River Colebrooke, Mullynascarty Townland (Fry No. 94; Gregory I319)",,"river","River Colebrooke",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1543,1543,,,,,,,,,,,,,,,,,,"yes",,,,,"highly reliable","Dated via dendrochronology around 1552±9d",,"Fry 2000, 103f.; Gregory 1997, 489ff.; Lanting 1998, 628",
378,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.802,-7.529,"Britain, Northern Ireland","River Finn, Urney Glebe Townland, South-West of Strabane (Fry No. 79; Gregory I389)",,"river","River Finn",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1480,1660,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,,"reliable","Dated via radiocarbon dating (310±30 BP)",,"Fry 2000, 95; Gregory 1997, 546; Lanting 1998, 628",
379,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.833,-7.474,"Britain, Northern Ireland","River Foyle (a) at Strabane (West Ward Townland), Co. Tyrone and (b) at Lifford (Town Parks Townland) (Fry No. 67; Gregory I370)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 88f.; Gregory 1997, 530f.",
380,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.831,-7.48,"Britain, Northern Ireland","River Foyle at Lifford Bridge, Strabane 1 (Fry No. 74; Gregory I393)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,600,670,,,,,,,,,"yes",,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1410±30 BP)",,"Fry 2000, 92; Gregory 1997, 546ff.; Lanting 1998, 628",
381,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.831,-7.482,"Britain, Northern Ireland","River Foyle at Lifford Bridge, Strabane 1 (Fry No. 92; Gregory I397)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1416,1416,,,,,,,,,,,,,,,,,"yes",,,,,,"highly reliable","Dated via dendrochronology around 1425±9d",,"Fry 2000, 102; Gregory 1997, 556",
382,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.832,-7.481,"Britain, Northern Ireland","River Foyle at Lifford Bridge, Strabane 2 (Fry No. 75; Gregory I394)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1040,1230,,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,"reliable","Dated via radiocarbon dating (880±20 BP)",,"Fry 2000, 93; Gregory 1997, 546ff.; Lanting 1998, 628",
383,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.832,-7.48,"Britain, Northern Ireland","River Foyle at Lifford Bridge, Strabane 2 (Fry No. 93; Gregory I398)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 103; Gregory 1997, 556",
384,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.821,-7.458,"Britain, Northern Ireland","River Foyle, Strabane (West Ward Townland) (Fry No. 90; Gregory I395)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,560,660,,,,,,,,"yes","yes",,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1440±30 BP)",,"Fry 2000, 100f.; Lanting 1998, 628; Gregory 1997, 553ff.",
385,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.829,-7.473,"Britain, Northern Ireland","River Foyle, Strabane (West Ward Townland) 1 (Fry No. 68; Gregory I390)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,890,1020,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,,"reliable","Dated via radiocarbon dating (1070±30 BP)",,"Fry 2000, 89; Gregory 1997, 546ff.; Lanting 1998, 628",
386,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.836,-7.47,"Britain, Northern Ireland","River Foyle, Strabane (West Ward Townland) 1 (Fry No. 77; Gregory I342)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,560,660,,,,,,,,"yes","yes",,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1440±30 BP)",,"Fry 2000, 94; Lanting 1998, 628; Gregory 1997, 512",
387,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.824,-7.462,"Britain, Northern Ireland","River Foyle, Strabane (West Ward Townland) 2 (Fry No. 69; Gregory I391)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 89; Gregory 1997, 546ff.",
388,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.832,-7.479,"Britain, Northern Ireland","River Foyle, Strabane (West Ward Townland) 2 (Fry No. 78; Gregory I396)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,540,650,,,,,,,,"yes","yes",,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1470±30 BP)",,"Fry 2000, 94f.; Gregory 1997, 553ff.; Lanting 1998, 628",
389,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.835,-7.469,"Britain, Northern Ireland","River Foyle,Town Parks Townland, Strabane (Fry No. 116)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,253,560,,,,,"assumed","yes","yes","assumed",,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1627±60 BP)",,"Fry 2000, 120",
390,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.834,-7.472,"Britain, Northern Ireland","River Foyle,Town Parks Townland, Strabane (Fry No. 58; Gregory I321)",,"river","River Foyle",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1290,1660,,,,,,,,,,,,,,,"assumed","yes","yes","yes","assumed",,,,"reliable","Dated via radiocarbon dating (415±90 BP)",,"Fry 2000, 84; Gregory 1997, 492",
391,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.767,-6.542,"Britain, Northern Ireland","River Moyola at Far Water Foot, The Creagh Townland (Fry No. 45; Gregory I120)",,"river","River Moyola",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 75; Gregory 1997, 348f.",
392,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.762,-6.518,"Britain, Northern Ireland","River Moyola at Far Water Foot, The Creagh Townland 1 (Fry No. 43; Gregory I121)",,"river","River Moyola",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 73f.; Gregory 1997, 349f.",
393,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.764,-6.527,"Britain, Northern Ireland","River Moyola at Far Water Foot, The Creagh Townland 2 (Fry No. 44; Gregory I122)",,"river","River Moyola",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 74; Gregory 1997, 350f.",
394,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.749,-6.516,"Britain, Northern Ireland","River Moyola, Derrygarve Townland (Fry No. 40)",,"river","River Moyola",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 72",
395,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.765,-6.536,"Britain, Northern Ireland","River Moyola, Derrygarve Townland (Fry No. 8; Gregory I155)",,"river","Moyola",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 50f.; Gregory 1997, 389f.",
396,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.333,-5.733,"Britain, Northern Ireland","River Quoile at Inch Abbey (Fry No. 95; Gregory I224)",,"river","River Quoile",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1166,1210,,,,,,,,,,,,,,"yes","yes",,,,,,,,"reliable","Dated via dendrochronology around 1188±22d",,"Fry 2000, 104; Lanting 1998, 628; Gregory 1997, 441",
397,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.335,-5.729,"Britain, Northern Ireland","River Quoile at Roughal Ford, Demesne of Down Townland (Fry No. 36; Gregory I170)",,"river","River Quoile",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 69; Gregory 1997, 398f.",
398,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.337,-5.725,"Britain, Northern Ireland","River Quoile, Inch Townland (Fry No. 88; Gregory I223)",,"river","River Quoile",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2748,-2748,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology around 2739±9d",,"Fry 2000, 99; Lanting 1998, 628; Gregory 1997, 439f.",
399,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.333,-5.734,"Britain, Northern Ireland","River Quoile, Inch Townland, opposite Hollymount (Fry No. 37; Gregory I222)",,"river","River Quoile",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 70; Gregory 1997, 436",
400,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",55.111,-6.96,"Britain, Northern Ireland","River Roe, Bellarena Townland, near Limavady (Fry No. 42; Gregory I043))",,"river","River Roe",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 73; Gregory 1997, 295f.",
401,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.372,-7.801,"Britain, Northern Ireland","River Sillees, Carr Townland, near Carr Bridge (Fry No. 59)",,"river","River Sillees",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1440,1620,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,,"reliable","Dated via radiocarbon dating (395±25 BP)",,"Fry 2000, 84; Lanting 1998, 628",
402,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.298,-7.478,"Britain, Northern Ireland","River Tempo, West of Killynure Bridge, Near Maguiresbridge (Fry No. 115)",,"river","River Tempo",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,420,420,,,,,,,"yes",,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology around 429±9d",,"Fry 2000, 119",
403,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.545,-6.324,"Britain, Northern Ireland","Selshan Harbour, Lough Neagh, Deer Park Townland (Fry No. 31)",,"lake","Lough Neagh",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 66f.",
404,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.406,-7.668,"Britain, Northern Ireland","Srahenny (Gregory I350)",,"lake","Lower Lough Erne",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 518",
405,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.931,-7.444,"Britain, Northern Ireland","Termonbacca 1 (Gregory I359)",,"river","River Foyle",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 524",
406,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.931,-7.444,"Britain, Northern Ireland","Termonbacca 2 (I360)",,"river","River Foyle",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 524",
407,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.931,-7.444,"Britain, Northern Ireland","Termonbacca 3 (I361)",,"river","River Foyle",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 524",
408,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.452,-7.488,"Britain, Northern Ireland","Trillick 1 (Gregory I371)",,"lake","Drumdarragh Lake",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 532",
409,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.452,-7.488,"Britain, Northern Ireland","Trillick 2 (Gregory I372)",,"lake","Drumdarragh Lake",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 532",
410,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.593,-7.116,"Britain, Northern Ireland","Unidentified site in ? Co. Tyrone (Fry No. 96)",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 105",
411,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.632,-6.611,"Britain, Northern Ireland","Unprovenanced, NMI",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1273,1273,,,,,,,,,,,,,,,"yes",,,,,,,,"highly reliable","Dated via dendrochronology after 1273d",,"Lanting 1998, 628",
412,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",55.169,-6.428,"Britain, Northern Ireland","Upper Glassaneeran Townland, near Moss Side (Fry No. 27; Gregory I207)",,"lake","Lough Lynch Bog",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fry 2000, 64; Gregory 1997, 427",
413,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",55.169,-6.428,"Britain, Northern Ireland","Upper Glassaneeran Townland, near Moss Side (Gregory I208)",,"lake","Lough Lynch Bog",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Gregory 1997, 427f.",
